Facility RPA,Site Name,Facility WPA,Waste Code,Fate,Tonnes Received,R and D code,Compliance Status
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Incineration,1.2464,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Incineration,0.0312,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,11.8512,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Incineration,2.2892,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),1.8268,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),0.4698,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.805796,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.275144,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,0.035141,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,1.2236,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.2446,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Incineration,0.02,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.665,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.849,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),1.5376,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),22.3276,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 02,Transfer (D),0.783,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),0.2478,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),57.355,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,14.4663,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,0.185792,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.02053,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),7.958886,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Transfer (D),0.07,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 01,Transfer (D),0.037,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),17.445761,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,2.366743,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,1.0148,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.4622,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,10.587,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.7866,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Incineration,1.4712,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),1.0964,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.592142,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),0.864017,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,16.0608,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Incineration,2.713597,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Recovery,50.476,R13,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.9728,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),36.4904,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),46.752299,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,67.8034,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 09,Incineration,0.4942,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Incineration,0.8084,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,55.179197,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Incineration,8.960399,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 08*,Transfer (D),0.0852,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),7.8812,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),4.0,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Treatment,0.4654,D09,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Incineration,0.7118,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Incineration,1.3088,D10,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 03*,Transfer (D),0.3186,D15,COMPLIANT
South West,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Swindon,18 01 04,Transfer (D),5.8056,D15,COMPLIANT
